         r_bin          count          force            pmf
      0.275000              8   1.564935e+03   1.282118e+02
      0.325000          13028   1.212692e+03   6.757717e+01
      0.375000          66102   8.071218e+02   2.722109e+01
      0.425000          24538   4.273879e+02   5.851693e+00
      0.475000          26726   1.170339e+02   0.000000e+00
      0.525000          31214  -1.861394e+02   9.306970e+00
      0.575000          25506  -5.455872e+02   3.658633e+01
      0.625000          11460  -9.483420e+02   8.400343e+01
      0.675000           1945  -9.034360e+02   1.291752e+02
      0.725000           7423  -5.647506e+02   1.574128e+02
      0.775000          20434  -3.841058e+02   1.766180e+02
      0.825000          30740  -4.173704e+02   1.974866e+02
      0.875000          19889  -6.045864e+02   2.277159e+02
      0.925000           8736  -7.488390e+02   2.651578e+02
      0.975000           8982  -6.818648e+02   2.992511e+02
      1.025000          24527  -5.915379e+02   3.288280e+02
      1.075000           9285  -6.242698e+02   3.600415e+02
      1.125000           9041  -4.656050e+02   3.833217e+02
      1.175000          19456  -5.092435e+02   4.087839e+02
      1.225000           5712  -5.389691e+02   4.357323e+02
      1.275000           6233  -4.764666e+02   4.595557e+02
      1.325000          11545  -3.574093e+02   4.774261e+02
      1.375000          16328  -2.968228e+02   4.922673e+02
      1.425000          18155  -3.413739e+02   5.093360e+02
      1.475000           4773  -4.980484e+02   5.342384e+02
      1.525000           5137  -4.548113e+02   5.569790e+02
      1.575000           8091  -3.931972e+02   5.766388e+02
      1.625000          15515  -2.391143e+02   5.885945e+02
      1.675000           9081  -3.349008e+02   6.053396e+02
      1.725000           7934  -3.517019e+02   6.229247e+02
      1.775000           7914  -3.240349e+02   6.391264e+02
      1.825000           9037  -3.488947e+02   6.565712e+02
      1.875000           9265  -3.497983e+02   6.740611e+02
      1.925000           8324  -2.847829e+02   6.883002e+02
      1.975000           9732  -3.253458e+02   7.045675e+02
      2.025000           3775  -2.444119e+02   7.167881e+02
      2.075000           8693  -2.784829e+02   7.307122e+02
      2.125000           6151  -2.810371e+02   7.447641e+02
      2.175000           3137  -2.043931e+02   7.549837e+02
      2.225000           6174  -2.003394e+02   7.650007e+02
      2.275000          10565  -2.099947e+02   7.755005e+02
      2.325000           4140  -2.264173e+02   7.868213e+02
      2.375000           9785  -2.577981e+02   7.997112e+02
      2.425000           5862  -2.551414e+02   8.124683e+02
      2.475000           7022  -2.987493e+02   8.274058e+02
      2.525000          15506  -2.403207e+02   8.394218e+02
      2.575000           9494  -3.462549e+02   8.567345e+02
      2.625000            180  -5.808051e+02   8.857748e+02
