         r_bin          count          force            pmf
      0.475000           5652   5.829655e+02   9.599563e+00
      0.525000          35148   1.919913e+02   0.000000e+00
      0.575000          23153  -5.467759e+01   2.733880e+00
      0.625000           5157  -4.902751e+02   2.724763e+01
      0.675000          20905  -6.275156e+02   5.862341e+01
      0.725000          16455  -6.519675e+02   9.122179e+01
      0.775000           5173  -6.131455e+02   1.218791e+02
      0.825000           9278  -5.492719e+02   1.493427e+02
      0.875000           7027  -2.747414e+02   1.630797e+02
      0.925000          21770  -2.469018e+02   1.754248e+02
      0.975000          15966  -3.067122e+02   1.907604e+02
      1.025000           5500  -3.036551e+02   2.059432e+02
      1.075000           3236  -4.536569e+02   2.286260e+02
      1.125000           8712  -3.659778e+02   2.469249e+02
      1.175000           5226  -2.895578e+02   2.614028e+02
      1.225000           9272  -2.507308e+02   2.739393e+02
      1.275000           5360  -3.100328e+02   2.894410e+02
      1.325000           1396  -1.936341e+02   2.991227e+02
      1.375000           7318  -1.954085e+02   3.088931e+02
      1.425000           5733  -2.021100e+02   3.189986e+02
      1.475000           3275  -1.955638e+02   3.287768e+02
      1.525000           6293  -1.750745e+02   3.375305e+02
      1.575000           3786  -2.128925e+02   3.481752e+02
      1.625000           1246  -2.328732e+02   3.598188e+02
      1.675000           1572  -7.406032e+01   3.635218e+02
      1.725000           6208  -2.936010e+01   3.649898e+02
      1.775000           9115  -8.654361e+01   3.693170e+02
      1.825000           7375  -1.788639e+02   3.782602e+02
      1.875000           1672  -2.756995e+02   3.920452e+02
      1.925000           1417  -7.976872e+01   3.960336e+02
      1.975000           4497  -9.846860e+01   4.009571e+02
      2.025000           2804  -1.694571e+01   4.018043e+02
      2.075000          10370  -1.954723e+01   4.027817e+02
      2.125000          10968   1.337926e+01   4.021127e+02
      2.175000           5150  -2.711712e+01   4.034686e+02
      2.225000           4799  -3.850383e+01   4.053938e+02
      2.275000           4901   1.199889e+00   4.053338e+02
      2.325000           5778  -4.952185e+01   4.078099e+02
      2.375000           4093  -4.899417e+01   4.102596e+02
      2.425000           5783   3.663661e+01   4.084278e+02
      2.475000           4509  -8.104855e+01   4.124802e+02
      2.525000           3076  -3.952964e+01   4.144567e+02
      2.575000           5966  -2.541558e+01   4.157274e+02
      2.625000           9372  -1.033200e+02   4.208935e+02
      2.675000           1738  -1.775909e+02   4.297730e+02
