         r_bin          count          force            pmf
      0.425000           7482   9.732990e+02   6.091783e+01
      0.475000          27079   7.453609e+02   2.364978e+01
      0.525000          27307   4.491927e+02   1.190144e+00
      0.575000          31974   2.380288e+01   0.000000e+00
      0.625000          20551  -2.594897e+02   1.297448e+01
      0.675000           3636  -6.073802e+02   4.334350e+01
      0.725000           1416  -5.503396e+02   7.086048e+01
      0.775000           8252  -4.298879e+02   9.235487e+01
      0.825000           8083  -3.982656e+02   1.122682e+02
      0.875000          14741  -2.159945e+02   1.230679e+02
      0.925000           8797  -3.119064e+02   1.386632e+02
      0.975000           1994  -4.154351e+02   1.594349e+02
      1.025000           1969  -3.289835e+02   1.758841e+02
      1.075000           7620  -1.312462e+02   1.824464e+02
      1.125000           8847  -2.184815e+02   1.933705e+02
      1.175000           6541  -2.332098e+02   2.050310e+02
      1.225000           4644  -2.851271e+02   2.192874e+02
      1.275000            996  -2.505206e+02   2.318134e+02
      1.325000           3036  -1.050723e+02   2.370670e+02
      1.375000           3305  -2.102722e+02   2.475806e+02
      1.425000           3295  -1.189758e+02   2.535294e+02
      1.475000           2383  -5.536818e+01   2.562978e+02
      1.525000           5520  -1.100749e+02   2.618016e+02
      1.575000           7161  -1.174001e+02   2.676716e+02
      1.625000           3591  -1.926455e+02   2.773038e+02
      1.675000           2566  -1.586941e+02   2.852385e+02
      1.725000           6073  -1.558575e+02   2.930314e+02
      1.775000           4765  -8.304084e+01   2.971835e+02
      1.825000           5623  -2.196957e+02   3.081682e+02
      1.875000           3415  -1.411279e+02   3.152246e+02
      1.925000           4014  -1.643191e+02   3.234406e+02
      1.975000           5980  -1.976394e+02   3.333226e+02
      2.025000           2190  -1.509600e+02   3.408706e+02
      2.075000           5939   6.746716e+00   3.405332e+02
      2.125000           5504  -6.930167e+01   3.439983e+02
      2.175000           9242  -7.076457e+01   3.475365e+02
      2.225000           3924  -1.276373e+02   3.539184e+02
      2.275000           2914  -1.165922e+02   3.597480e+02
      2.325000           8021   5.605225e+00   3.594678e+02
      2.375000           9443   1.116949e+01   3.589093e+02
      2.425000           6340  -7.045003e+01   3.624318e+02
      2.475000           1348  -5.457362e+01   3.651605e+02
      2.525000           5056   1.009713e+02   3.601119e+02
      2.575000           9156  -4.281922e+01   3.622529e+02
      2.625000          14428  -1.115441e+02   3.678301e+02
      2.675000           6444  -2.372229e+02   3.796912e+02
      2.725000            395  -2.845847e+02   3.939204e+02
