         r_bin          count          force            pmf
      0.375000           1162   9.871740e+02   5.620966e+01
      0.425000          31553   7.847531e+02   1.697200e+01
      0.475000          27726   3.394401e+02   0.000000e+00
      0.525000          27347  -5.186919e+01   2.593460e+00
      0.575000          22983  -3.301958e+02   1.910325e+01
      0.625000          20220  -6.595366e+02   5.208008e+01
      0.675000          20818  -8.329798e+02   9.372907e+01
      0.725000          22356  -8.813989e+02   1.377990e+02
      0.775000           5406  -8.330713e+02   1.794526e+02
      0.825000          26392  -6.320472e+02   2.110549e+02
      0.875000          22474  -6.895910e+02   2.455345e+02
      0.925000           6398  -7.180798e+02   2.814385e+02
      0.975000           4795  -4.113134e+02   3.020042e+02
      1.025000          25705  -3.528444e+02   3.196464e+02
      1.075000          20645  -3.886717e+02   3.390800e+02
      1.125000          13038  -4.382126e+02   3.609906e+02
      1.175000           4664  -5.978452e+02   3.908829e+02
      1.225000           9477  -5.009633e+02   4.159310e+02
      1.275000           9494  -4.460977e+02   4.382359e+02
      1.325000           9876  -3.422530e+02   4.553486e+02
      1.375000           9452  -2.631646e+02   4.685068e+02
      1.425000           9826  -2.832961e+02   4.826716e+02
      1.475000           7396  -2.820075e+02   4.967720e+02
      1.525000           1346  -4.464346e+02   5.190937e+02
      1.575000           3123  -2.140171e+02   5.297945e+02
      1.625000           4528  -1.910374e+02   5.393464e+02
      1.675000           2386  -1.869320e+02   5.486930e+02
      1.725000           4849   7.727733e+01   5.448291e+02
      1.775000           6778   2.242403e+01   5.437079e+02
      1.825000          11823  -6.611285e+01   5.470136e+02
      1.875000           5123  -1.324303e+02   5.536351e+02
      1.925000           3228  -5.512091e+01   5.563912e+02
      1.975000           3944  -3.793761e+01   5.582880e+02
      2.025000           6124  -2.055691e+01   5.593159e+02
      2.075000           6504  -8.385295e+01   5.635085e+02
      2.125000           3805  -1.473373e+01   5.642452e+02
      2.175000           5931   1.974521e+01   5.632580e+02
      2.225000           7066  -3.970670e+01   5.652433e+02
      2.275000           2993  -6.714300e+00   5.655790e+02
      2.325000           3678   4.017004e+01   5.635705e+02
      2.375000           7711  -5.014136e+01   5.660776e+02
      2.425000           7153   3.271982e+01   5.644416e+02
      2.475000           5786  -1.189539e+02   5.703893e+02
      2.525000          11525  -9.759893e+01   5.752692e+02
      2.575000           9416  -2.483832e+02   5.876884e+02
      2.625000             77  -3.242647e+02   6.039016e+02
