         r_bin          count          force            pmf
      0.325000            606   1.366693e+03   1.649847e+02
      0.375000          27954   1.031413e+03   1.134141e+02
      0.425000          37716   8.472491e+02   7.105163e+01
      0.475000          24829   6.750694e+02   3.729816e+01
      0.525000          20334   5.762408e+02   8.486116e+00
      0.575000          35191   1.697223e+02   0.000000e+00
      0.625000          27815  -7.981442e+01   3.990721e+00
      0.675000           9903  -4.264399e+02   2.531272e+01
      0.725000           3592  -9.515381e+02   7.288962e+01
      0.775000           3569  -6.915442e+02   1.074668e+02
      0.825000          11337  -2.919337e+02   1.220635e+02
      0.875000          25944  -1.172186e+02   1.279245e+02
      0.925000          19526  -2.651802e+02   1.411835e+02
      0.975000          19261  -3.810998e+02   1.602385e+02
      1.025000           7850  -5.448929e+02   1.874831e+02
      1.075000          14187  -2.850578e+02   2.017360e+02
      1.125000          33598  -4.438608e+02   2.239290e+02
      1.175000          13710  -5.414293e+02   2.510005e+02
      1.225000           3676  -6.862837e+02   2.853147e+02
      1.275000           1786  -5.035703e+02   3.104932e+02
      1.325000           9709  -3.500872e+02   3.279976e+02
      1.375000          24058  -9.895475e+01   3.329453e+02
      1.425000          12079  -8.837695e+01   3.373641e+02
      1.475000          10320  -1.425730e+02   3.444928e+02
      1.525000          14152  -1.699249e+02   3.529890e+02
      1.575000          14371  -6.994021e+01   3.564860e+02
      1.625000          12383  -1.702758e+02   3.649998e+02
      1.675000           9815  -8.462971e+01   3.692313e+02
      1.725000          10720  -1.466671e+02   3.765647e+02
      1.775000          13980  -1.761454e+02   3.853719e+02
      1.825000          12510  -2.467853e+02   3.977112e+02
      1.875000           2752  -4.039764e+02   4.179100e+02
      1.925000           2892  -4.307104e+02   4.394456e+02
      1.975000           5194  -2.638155e+02   4.526363e+02
      2.025000           3254  -2.275878e+02   4.640157e+02
      2.075000           5100  -1.291433e+02   4.704729e+02
      2.125000           6702  -1.185090e+02   4.763983e+02
      2.175000           7337  -1.341866e+02   4.831077e+02
      2.225000           6986  -2.313032e+02   4.946728e+02
      2.275000           5164  -1.139997e+02   5.003728e+02
      2.325000           8708  -8.586396e+01   5.046660e+02
      2.375000          11390  -7.123333e+01   5.082277e+02
      2.425000           4463  -1.122593e+02   5.138406e+02
      2.475000           2374  -2.243491e+01   5.149624e+02
      2.525000           7328  -4.730289e+01   5.173275e+02
      2.575000           6999  -5.468308e+01   5.200617e+02
      2.625000          14799  -1.309707e+02   5.266102e+02
      2.675000           2941  -2.794603e+02   5.405832e+02
      2.725000            136  -5.572103e+02   5.684437e+02
