         r_bin          count          force            pmf
      0.375000            470   9.540971e+02   1.805581e+01
      0.425000          16838   3.611161e+02   0.000000e+00
      0.475000          40736  -2.295480e+01   1.147740e+00
      0.525000          12336  -4.441142e+02   2.335345e+01
      0.575000           4155  -5.887852e+02   5.279271e+01
      0.625000          15406  -6.712187e+02   8.635364e+01
      0.675000           8491  -5.462081e+02   1.136640e+02
      0.725000          15014  -4.236141e+02   1.348448e+02
      0.775000          15816  -4.770545e+02   1.586975e+02
      0.825000           4923  -4.453819e+02   1.809666e+02
      0.875000          10037  -3.653871e+02   1.992359e+02
      0.925000          16375  -3.885546e+02   2.186637e+02
      0.975000           3380  -5.046270e+02   2.438950e+02
      1.025000           7103  -2.895807e+02   2.583740e+02
      1.075000          11806  -3.512657e+02   2.759373e+02
      1.125000           2263  -3.863551e+02   2.952551e+02
      1.175000           2438  -2.400999e+02   3.072601e+02
      1.225000           2591  -2.381287e+02   3.191665e+02
      1.275000           3004  -1.530112e+02   3.268171e+02
      1.325000            811  -1.419640e+02   3.339153e+02
      1.375000           2853  -6.447340e+01   3.371389e+02
      1.425000           2949  -9.398354e+01   3.418381e+02
      1.475000           2381  -7.769302e+01   3.457228e+02
      1.525000           1381  -1.099909e+02   3.512223e+02
      1.575000            399  -2.508405e+01   3.524765e+02
      1.625000           3223  -5.829008e+01   3.553910e+02
      1.675000           2741  -4.202693e+01   3.574924e+02
      1.725000           3382  -1.000722e+02   3.624960e+02
      1.775000            521  -1.670546e+02   3.708487e+02
      1.825000            658  -3.139778e+00   3.710057e+02
      1.875000           2267  -4.915126e+01   3.734633e+02
      1.925000           2097  -6.063635e+01   3.764951e+02
      1.975000            915  -9.952864e+01   3.814715e+02
      2.025000            846  -9.411326e+01   3.861772e+02
      2.075000           2978   2.878185e+01   3.847381e+02
      2.125000           4947   3.325964e+01   3.830751e+02
      2.175000           3310   5.550049e+01   3.803001e+02
      2.225000           6720   2.439649e+01   3.790802e+02
      2.275000           6016  -1.993628e+01   3.800771e+02
      2.325000           2588  -7.179979e+01   3.836670e+02
      2.375000           2736  -2.535119e+01   3.849346e+02
      2.425000           3577   1.891463e+01   3.839889e+02
      2.475000           5735  -6.264920e+00   3.843021e+02
      2.525000          11089  -1.105797e+02   3.898311e+02
      2.575000           5644  -1.738087e+02   3.985215e+02
      2.625000            454  -2.611766e+02   4.115804e+02
