         r_bin          count          force            pmf
      0.125000           1513   1.110172e+03   8.777628e+01
      0.175000          19357   8.098998e+02   4.728129e+01
      0.225000          34155   5.235082e+02   2.110588e+01
      0.275000          29547   3.037330e+02   5.919233e+00
      0.325000           8771   1.183847e+02   0.000000e+00
      0.375000          27258  -9.245448e+01   4.622724e+00
      0.425000          12748  -4.645103e+02   2.784824e+01
      0.475000           5428  -6.742066e+02   6.155857e+01
      0.525000          37253  -4.629600e+02   8.470657e+01
      0.575000          24356  -6.292718e+02   1.161702e+02
      0.625000           5525  -7.573133e+02   1.540358e+02
      0.675000           2420  -6.875597e+02   1.884138e+02
      0.725000           9591  -5.320600e+02   2.150168e+02
      0.775000           7738  -3.929409e+02   2.346639e+02
      0.825000           4008  -3.655178e+02   2.529397e+02
      0.875000           1286  -1.957837e+02   2.627289e+02
      0.925000          14556   1.434232e+02   2.555578e+02
      0.975000           8562   4.312703e+01   2.534014e+02
      1.025000          11209   4.468051e+00   2.531780e+02
      1.075000          12564  -7.935776e+01   2.571459e+02
      1.125000          11360  -1.939389e+02   2.668428e+02
      1.175000           2575  -3.729687e+02   2.854913e+02
      1.225000            733  -4.214427e+02   3.065634e+02
      1.275000            556   4.362800e+01   3.043820e+02
      1.325000           7540   6.721014e+01   3.010215e+02
      1.375000           5747   1.717938e+01   3.001625e+02
      1.425000           5180   4.469926e+01   2.979276e+02
      1.475000           8990  -5.463635e+01   3.006594e+02
      1.525000           6308  -8.996021e+01   3.051574e+02
      1.575000           7078  -1.037963e+02   3.103472e+02
      1.625000           5658  -2.606526e+01   3.116505e+02
      1.675000           9994  -3.752049e+01   3.135265e+02
      1.725000           6627  -4.047922e+01   3.155505e+02
      1.775000           5930  -5.190549e+01   3.181457e+02
      1.825000          12094  -1.426697e+02   3.252792e+02
      1.875000           5158  -1.260099e+02   3.315797e+02
      1.925000          10424  -1.105862e+02   3.371090e+02
      1.975000          15115  -1.025259e+02   3.422353e+02
      2.025000           7710  -1.164274e+02   3.480567e+02
      2.075000           3904  -1.210339e+02   3.541084e+02
      2.125000          12192  -1.043558e+02   3.593262e+02
      2.175000           5798  -1.232501e+02   3.654887e+02
      2.225000           6969  -8.652296e+01   3.698148e+02
      2.275000          10458  -1.480256e+02   3.772161e+02
      2.325000          15389  -2.111758e+02   3.877749e+02
      2.375000           1568  -3.564998e+02   4.055999e+02
