         r_bin          count          force            pmf
      0.825000             86   3.204088e+02   4.490699e+00
      0.875000           5090   8.981397e+01   0.000000e+00
      0.925000           6852  -8.833615e+01   4.416807e+00
      0.975000           5428  -6.398438e+01   7.616026e+00
      1.025000           7482  -1.673673e+02   1.598439e+01
      1.075000           4102  -2.891946e+02   3.044412e+01
      1.125000           1453  -1.951011e+02   4.019918e+01
      1.175000           4718  -6.651842e+00   4.053177e+01
      1.225000          14151  -1.049626e+02   4.577990e+01
      1.275000           4255  -2.427197e+02   5.791588e+01
      1.325000           3521  -1.820064e+02   6.701621e+01
      1.375000           4437  -2.535481e+02   7.969361e+01
      1.425000           7141  -1.850648e+02   8.894685e+01
      1.475000           4569  -2.672283e+02   1.023083e+02
      1.525000           3503  -1.653106e+02   1.105738e+02
      1.575000           5403  -1.794987e+02   1.195487e+02
      1.625000           6280  -1.256779e+02   1.258326e+02
      1.675000           5870  -1.750345e+02   1.345843e+02
      1.725000           3721  -1.959275e+02   1.443807e+02
      1.775000           6287  -1.434602e+02   1.515537e+02
      1.825000           7264  -1.536873e+02   1.592381e+02
      1.875000           5451  -2.150936e+02   1.699928e+02
      1.925000           2651  -1.621693e+02   1.781012e+02
      1.975000           4881  -2.305418e+02   1.896283e+02
      2.025000           2971  -1.830578e+02   1.987812e+02
      2.075000           2607  -1.681557e+02   2.071890e+02
      2.125000           1517  -1.073181e+02   2.125549e+02
      2.175000           2894  -9.744760e+01   2.174273e+02
      2.225000           3795  -9.550575e+01   2.222026e+02
      2.275000           3163  -1.007278e+02   2.272390e+02
      2.325000           1025  -2.513022e+01   2.284955e+02
      2.375000           1764  -1.740346e+02   2.371972e+02
      2.425000           1134  -3.495078e+01   2.389448e+02
      2.475000           1865   2.427559e+01   2.377310e+02
      2.525000           4460  -6.776134e+01   2.411190e+02
      2.575000           2063  -6.319642e+01   2.442789e+02
      2.625000           2403  -5.922328e+01   2.472400e+02
      2.675000           2647  -1.451277e+02   2.544964e+02
      2.725000           2429  -3.528131e+01   2.562605e+02
      2.775000           7491   4.782856e+01   2.538691e+02
      2.825000           6398  -2.790028e+01   2.552641e+02
      2.875000           6816  -4.798676e+01   2.576634e+02
      2.925000           9464  -8.407068e+01   2.618669e+02
      2.975000           8629  -2.199653e+02   2.728652e+02
      3.025000            969  -3.791246e+02   2.918214e+02
