         r_bin          count          force            pmf
      0.225000           2536   8.542503e+02   3.384058e+01
      0.275000          25175   5.128647e+02   8.197343e+00
      0.325000          24415   1.639469e+02   0.000000e+00
      0.375000          22780  -7.949827e+01   3.974913e+00
      0.425000          11464  -3.056084e+02   1.925533e+01
      0.475000           9965  -6.849140e+02   5.350103e+01
      0.525000           6956  -5.960425e+02   8.330316e+01
      0.575000          25789  -4.585754e+02   1.062319e+02
      0.625000          30416  -4.982520e+02   1.311445e+02
      0.675000          20827  -7.185207e+02   1.670706e+02
      0.725000           6393  -9.003008e+02   2.120856e+02
      0.775000           7320  -6.699257e+02   2.455819e+02
      0.825000          14340  -5.760341e+02   2.743836e+02
      0.875000           7619  -5.124371e+02   3.000054e+02
      0.925000           4470  -3.991499e+02   3.199629e+02
      0.975000           4916  -3.737881e+02   3.386523e+02
      1.025000           2493  -3.011423e+02   3.537095e+02
      1.075000           9566  -4.660771e+01   3.560398e+02
      1.125000          15008  -1.240038e+02   3.622400e+02
      1.175000           8916  -2.256173e+02   3.735209e+02
      1.225000           3775  -8.111881e+01   3.775768e+02
      1.275000          19006   9.271092e+01   3.729413e+02
      1.325000          19149   3.781611e+01   3.710505e+02
      1.375000          18026  -3.494212e+01   3.727976e+02
      1.425000          11658  -1.002692e+02   3.778111e+02
      1.475000          13140  -7.109689e+01   3.813659e+02
      1.525000          13393  -1.712680e+02   3.899293e+02
      1.575000          11676  -2.327792e+02   4.015683e+02
      1.625000           7941  -2.683207e+02   4.149843e+02
      1.675000          20222  -1.935720e+02   4.246629e+02
      1.725000          13569  -1.422160e+02   4.317737e+02
      1.775000           5752  -6.011803e+00   4.320743e+02
      1.825000          15212  -4.973277e+01   4.345609e+02
      1.875000          17122  -1.268225e+02   4.409020e+02
      1.925000           9400  -6.875268e+01   4.443397e+02
      1.975000           9337  -8.664500e+01   4.486719e+02
      2.025000          12460  -9.104893e+01   4.532244e+02
      2.075000          11784  -8.005167e+01   4.572270e+02
      2.125000          10272  -2.637740e+01   4.585458e+02
      2.175000          10959  -1.745326e+02   4.672725e+02
      2.225000           5302  -5.709778e+01   4.701273e+02
      2.275000          10146  -1.175848e+02   4.760066e+02
      2.325000          13339  -1.861509e+02   4.853141e+02
      2.375000           3596  -3.020686e+02   5.004176e+02
