         r_bin          count          force            pmf
      0.375000            489   1.020673e+03   4.652224e+01
      0.425000          11339   7.732638e+02   7.859051e+00
      0.475000          42348   1.571810e+02   0.000000e+00
      0.525000          25556  -2.225868e+02   1.112934e+01
      0.575000          12999  -5.859442e+02   4.042655e+01
      0.625000          12037  -7.731331e+02   7.908321e+01
      0.675000          38000  -7.566272e+02   1.169146e+02
      0.725000          28112  -8.374878e+02   1.587890e+02
      0.775000           7269  -9.856193e+02   2.080699e+02
      0.825000           8246  -8.067541e+02   2.484076e+02
      0.875000          28813  -6.631590e+02   2.815656e+02
      0.925000          23835  -6.293886e+02   3.130350e+02
      0.975000          11266  -7.447297e+02   3.502715e+02
      1.025000           8584  -7.422109e+02   3.873820e+02
      1.075000           8345  -6.486064e+02   4.198124e+02
      1.125000           6412  -4.234543e+02   4.409851e+02
      1.175000          17048  -3.597939e+02   4.589748e+02
      1.225000          10641  -3.884806e+02   4.783988e+02
      1.275000           4890  -4.269119e+02   4.997444e+02
      1.325000           3817  -3.868310e+02   5.190859e+02
      1.375000           2914  -2.990994e+02   5.340409e+02
      1.425000          14276  -1.391252e+02   5.409972e+02
      1.475000          10687  -2.604026e+02   5.540173e+02
      1.525000           1196  -3.494314e+02   5.714889e+02
      1.575000            645  -2.453959e+02   5.837587e+02
      1.625000           6645  -1.441095e+02   5.909641e+02
      1.675000           9883  -1.760314e+02   5.997657e+02
      1.725000           4228  -1.843461e+02   6.089830e+02
      1.775000           7383  -2.201822e+02   6.199921e+02
      1.825000           5340  -2.643299e+02   6.332086e+02
      1.875000           3235  -1.872066e+02   6.425689e+02
      1.925000           9634  -1.863967e+02   6.518888e+02
      1.975000           8058  -2.412553e+02   6.639515e+02
      2.025000           2188  -3.286528e+02   6.803842e+02
      2.075000           1558  -1.310715e+02   6.869378e+02
      2.125000           5343  -1.740044e+02   6.956380e+02
      2.175000           6221  -1.358439e+02   7.024302e+02
      2.225000           4011  -9.506748e+01   7.071835e+02
      2.275000           7425  -7.591392e+01   7.109792e+02
      2.325000           5026  -1.032594e+02   7.161422e+02
      2.375000           9760  -1.100665e+02   7.216455e+02
      2.425000           6182  -1.800863e+02   7.306499e+02
      2.475000           1282  -2.701948e+02   7.441596e+02
      2.525000          11361  -1.477843e+02   7.515488e+02
      2.575000          12318  -2.502218e+02   7.640599e+02
      2.625000           2255  -3.954841e+02   7.838341e+02
