         r_bin          count          force            pmf
      0.225000           8224   1.831000e+03   2.966992e+02
      0.275000          54179   1.644178e+03   2.144903e+02
      0.325000          58515   1.550498e+03   1.369654e+02
      0.375000          24796   1.431848e+03   6.537303e+01
      0.425000          47654   1.063837e+03   1.218120e+01
      0.475000          55787   2.436239e+02   0.000000e+00
      0.525000          47275  -1.437850e+02   7.189250e+00
      0.575000          20991  -2.042788e+02   1.740319e+01
      0.625000          27271  -3.984731e+02   3.732684e+01
      0.675000          53083  -5.982533e+02   6.723951e+01
      0.725000          33483  -7.929785e+02   1.068884e+02
      0.775000           2366  -1.327640e+03   1.732704e+02
      0.825000           1914  -1.007729e+03   2.236569e+02
      0.875000          11561  -5.803366e+02   2.526737e+02
      0.925000          18756  -5.279896e+02   2.790732e+02
      0.975000          14044  -4.751492e+02   3.028306e+02
      1.025000           3319  -5.307208e+02   3.293667e+02
      1.075000           5720  -4.026407e+02   3.494987e+02
      1.125000           4961  -3.921688e+02   3.691072e+02
      1.175000           8214  -1.695730e+02   3.775858e+02
      1.225000          14322  -2.121169e+02   3.881917e+02
      1.275000           7538  -2.905785e+02   4.027206e+02
      1.325000           9342  -3.381399e+02   4.196276e+02
      1.375000           5481  -3.563615e+02   4.374457e+02
      1.425000           9544  -3.480253e+02   4.548469e+02
      1.475000           2882  -2.486938e+02   4.672816e+02
      1.525000           6525  -2.575219e+02   4.801577e+02
      1.575000           7093  -2.669442e+02   4.935049e+02
      1.625000           2805  -5.888689e+01   4.964493e+02
      1.675000          14409  -1.973840e+02   5.063185e+02
      1.725000          10979  -2.299903e+02   5.178180e+02
      1.775000          14570  -3.020551e+02   5.329207e+02
      1.825000          10746  -4.062648e+02   5.532340e+02
      1.875000           8619  -4.716506e+02   5.768165e+02
      1.925000          10253  -4.191223e+02   5.977726e+02
      1.975000          10390  -4.061246e+02   6.180788e+02
      2.025000           6082  -3.646550e+02   6.363116e+02
      2.075000          13250  -3.266826e+02   6.526457e+02
      2.125000           6800  -3.858801e+02   6.719397e+02
      2.175000           2536  -3.787249e+02   6.908760e+02
      2.225000           1529  -2.325102e+02   7.025015e+02
      2.275000           5924  -1.686434e+02   7.109336e+02
      2.325000          12253  -1.560645e+02   7.187369e+02
      2.375000           5100  -2.196532e+02   7.297195e+02
      2.425000           3617  -2.365766e+02   7.415484e+02
      2.475000           9128  -1.960245e+02   7.513496e+02
      2.525000           9180  -2.436444e+02   7.635318e+02
      2.575000           3454  -3.047856e+02   7.787711e+02
      2.625000             36  -8.341755e+02   8.204799e+02
