         r_bin          count          force            pmf
      0.375000          22303   1.154773e+03   1.329362e+02
      0.425000          36603   8.789150e+02   8.899049e+01
      0.475000          38677   7.204748e+02   5.296675e+01
      0.525000          27503   4.793431e+02   2.899960e+01
      0.575000          20157   1.543619e+01   2.822779e+01
      0.625000          28473   2.279388e+02   1.683085e+01
      0.675000          26942   2.381766e+02   4.922019e+00
      0.725000          15800   8.790121e+01   5.269586e-01
      0.775000          31571   1.053917e+01   0.000000e+00
      0.825000          19714  -8.072242e+01   4.036121e+00
      0.875000          22114  -1.006603e+02   9.069138e+00
      0.925000          23453  -6.795516e+01   1.246690e+01
      0.975000          19168  -1.398354e+02   1.945866e+01
      1.025000          10868  -2.083383e+02   2.987558e+01
      1.075000          10203  -2.231987e+02   4.103552e+01
      1.125000           8236  -2.678245e+02   5.442674e+01
      1.175000           5808  -3.353278e+02   7.119313e+01
      1.225000           2292  -3.773598e+02   9.006112e+01
      1.275000           1545  -2.255067e+02   1.013365e+02
      1.325000           5185  -1.319190e+02   1.079324e+02
      1.375000           4972  -1.596935e+02   1.159171e+02
      1.425000           1486  -1.989029e+02   1.258622e+02
      1.475000           2960  -1.507437e+02   1.333994e+02
      1.525000           1467  -1.063409e+02   1.387165e+02
      1.575000           1414  -1.057693e+02   1.440049e+02
      1.625000           4526  -6.367960e+01   1.471889e+02
      1.675000           2556  -1.076916e+02   1.525735e+02
      1.725000           5617  -6.345839e+01   1.557464e+02
      1.775000           4914  -1.229284e+02   1.618928e+02
      1.825000           4195  -1.141375e+01   1.624635e+02
      1.875000           6019  -1.634253e+01   1.632806e+02
      1.925000           6773  -8.603819e+01   1.675825e+02
      1.975000           7725  -9.064091e+01   1.721146e+02
      2.025000           5169  -2.839623e+00   1.722566e+02
      2.075000           9034   2.014896e+01   1.712491e+02
      2.125000           7703   2.253853e+01   1.701222e+02
      2.175000           9685   4.118238e+01   1.680631e+02
      2.225000           7793  -4.395823e+01   1.702610e+02
      2.275000           4104  -5.086809e+01   1.728044e+02
      2.325000           5584  -1.012351e+02   1.778662e+02
      2.375000           4068  -6.945894e+01   1.813391e+02
      2.425000           4115  -1.035804e+02   1.865181e+02
      2.475000           4933  -1.092734e+02   1.919818e+02
      2.525000           3096  -1.217100e+02   1.980673e+02
      2.575000           2391  -6.019404e+01   2.010770e+02
      2.625000           8496  -1.024337e+02   2.061987e+02
      2.675000            890  -3.385551e+02   2.231264e+02
