         r_bin          count          force            pmf
      0.525000           1220   3.292362e+02   8.366959e-01
      0.575000          19449   1.673392e+01   0.000000e+00
      0.625000          10205  -1.729013e+02   8.645065e+00
      0.675000           2897  -2.890105e+02   2.309559e+01
      0.725000           7457  -2.945477e+02   3.782297e+01
      0.775000           5955  -3.504653e+02   5.534624e+01
      0.825000           3597  -2.256252e+02   6.662750e+01
      0.875000          12709  -2.094344e+02   7.709922e+01
      0.925000           5113  -2.905410e+02   9.162627e+01
      0.975000           3251  -2.759242e+02   1.054225e+02
      1.025000           5538  -1.992424e+02   1.153846e+02
      1.075000           8144  -1.850158e+02   1.246354e+02
      1.125000           3616  -2.010805e+02   1.346894e+02
      1.175000          10828  -1.934444e+02   1.443616e+02
      1.225000           6967  -2.712567e+02   1.579245e+02
      1.275000           5046  -2.534738e+02   1.705982e+02
      1.325000           5194  -2.617423e+02   1.836853e+02
      1.375000           2036  -3.372742e+02   2.005490e+02
      1.425000           1842  -1.349457e+02   2.072963e+02
      1.475000           6573  -1.237697e+02   2.134847e+02
      1.525000           7227  -1.302570e+02   2.199976e+02
      1.575000           6769  -1.756802e+02   2.287816e+02
      1.625000           3697  -2.385385e+02   2.407085e+02
      1.675000           7300  -1.263626e+02   2.470267e+02
      1.725000          15173  -1.484233e+02   2.544478e+02
      1.775000           7596  -2.474295e+02   2.668193e+02
      1.825000           7196  -2.057673e+02   2.771077e+02
      1.875000           9712  -2.029307e+02   2.872542e+02
      1.925000          11610  -2.817546e+02   3.013419e+02
      1.975000           7727  -2.690444e+02   3.147942e+02
      2.025000           8194  -2.657522e+02   3.280818e+02
      2.075000           8401  -2.904590e+02   3.426047e+02
      2.125000          11048  -3.291329e+02   3.590614e+02
      2.175000           4827  -3.437198e+02   3.762473e+02
      2.225000           4721  -3.384902e+02   3.931719e+02
      2.275000            311  -3.152115e+02   4.089324e+02
      2.325000           1213  -9.720623e+01   4.137927e+02
      2.375000           5243  -1.090613e+02   4.192458e+02
      2.425000           3199  -4.126529e+01   4.213091e+02
      2.475000           3190  -1.442302e+01   4.220302e+02
      2.525000           2630  -4.110507e+01   4.240855e+02
      2.575000          10542  -1.552935e+01   4.248619e+02
      2.625000          12498  -1.351531e+02   4.316196e+02
      2.675000           6952  -2.733455e+02   4.452869e+02
      2.725000            687  -3.302125e+02   4.617975e+02
