         r_bin          count          force            pmf
      0.475000           3047   7.701483e+02   6.506017e+01
      0.525000          24660   6.693996e+02   3.159019e+01
      0.575000          21345   4.538103e+02   8.899669e+00
      0.625000          19115   1.779934e+02   0.000000e+00
      0.675000          31001  -5.079271e+01   2.539636e+00
      0.725000           7960  -3.786351e+02   2.147139e+01
      0.775000           4280  -6.679238e+02   5.486758e+01
      0.825000          13528  -5.498700e+02   8.236108e+01
      0.875000          21867  -4.950091e+02   1.071115e+02
      0.925000           3835  -5.404653e+02   1.341348e+02
      0.975000           2140  -4.475377e+02   1.565117e+02
      1.025000           5683  -3.385101e+02   1.734372e+02
      1.075000           3816  -3.298278e+02   1.899286e+02
      1.125000           5192  -1.759832e+02   1.987277e+02
      1.175000           4693  -1.680900e+02   2.071322e+02
      1.225000           3564  -1.714026e+02   2.157024e+02
      1.275000           9760  -1.145774e+02   2.214312e+02
      1.325000           8148  -1.829725e+02   2.305799e+02
      1.375000           2117  -2.896204e+02   2.450609e+02
      1.425000            919  -2.008818e+02   2.551050e+02
      1.475000           4617  -1.098377e+02   2.605969e+02
      1.525000           7183  -1.379614e+02   2.674949e+02
      1.575000           3506  -1.337198e+02   2.741809e+02
      1.625000           3438  -9.330139e+01   2.788460e+02
      1.675000           8988  -1.433284e+02   2.860124e+02
      1.725000           4921  -2.246589e+02   2.972454e+02
      1.775000           1245  -2.132784e+02   3.079093e+02
      1.825000           3430  -1.384430e+02   3.148314e+02
      1.875000           4362  -1.330785e+02   3.214854e+02
      1.925000           2038  -1.077794e+02   3.268743e+02
      1.975000           7889   1.942892e+01   3.259029e+02
      2.025000           8851   4.300266e+01   3.237527e+02
      2.075000           7444   3.305376e+01   3.221001e+02
      2.125000          13019  -5.530671e+00   3.223766e+02
      2.175000           7383  -4.533397e+01   3.246433e+02
      2.225000          11263  -5.217711e+01   3.272521e+02
      2.275000          12331  -7.658336e+01   3.310813e+02
      2.325000          10414  -7.513400e+01   3.348380e+02
      2.375000           8087  -1.419368e+01   3.355477e+02
      2.425000           6947  -7.650977e+01   3.393732e+02
      2.475000           4628  -9.641241e+00   3.398552e+02
      2.525000           8990  -7.699649e+01   3.437051e+02
      2.575000           6821  -8.547344e+01   3.479787e+02
      2.625000           7921  -1.672735e+02   3.563424e+02
      2.675000           5244  -2.249804e+02   3.675914e+02
      2.725000            370  -3.544145e+02   3.853122e+02
