         r_bin          count          force            pmf
      0.575000           2247   1.863493e+03   1.663726e+02
      0.625000          49575   1.488688e+03   9.193816e+01
      0.675000          65266   1.115534e+03   3.616144e+01
      0.725000          25933   6.486789e+02   3.727497e+00
      0.775000          49464   7.454994e+01   0.000000e+00
      0.825000          26058  -1.854092e+02   9.270458e+00
      0.875000          15182  -2.440082e+02   2.147087e+01
      0.925000          24406  -1.770482e+02   3.032327e+01
      0.975000          35503  -2.014353e+02   4.039504e+01
      1.025000          19644  -8.464291e+01   4.462718e+01
      1.075000          14817  -1.487190e+02   5.206314e+01
      1.125000          14401  -1.798235e+02   6.105431e+01
      1.175000          18109  -1.901145e+02   7.056003e+01
      1.225000          17074  -2.675454e+02   8.393731e+01
      1.275000          15268  -2.873282e+02   9.830372e+01
      1.325000          16723  -4.019374e+02   1.184006e+02
      1.375000           4411  -5.378139e+02   1.452913e+02
      1.425000           1403  -4.271327e+02   1.666479e+02
      1.475000           7311  -1.236034e+02   1.728281e+02
      1.525000          12177  -1.512882e+02   1.803925e+02
      1.575000          10348  -1.694337e+02   1.888642e+02
      1.625000           7298  -1.788352e+02   1.978059e+02
      1.675000           3031  -1.999931e+02   2.078056e+02
      1.725000           1825  -2.731043e+02   2.214608e+02
      1.775000           1366  -2.060874e+02   2.317652e+02
      1.825000           7067   2.346423e+01   2.305920e+02
      1.875000          12607  -2.044003e+01   2.316140e+02
      1.925000           4916  -5.705572e+01   2.344668e+02
      1.975000           7726  -7.666198e+01   2.382999e+02
      2.025000           2692  -3.885681e+01   2.402427e+02
      2.075000           7286  -3.903628e+01   2.421945e+02
      2.125000           8378  -9.670987e+01   2.470300e+02
      2.175000           3644  -4.695956e+01   2.493780e+02
      2.225000           4920  -3.670685e+01   2.512133e+02
      2.275000           4150  -1.676968e+02   2.595982e+02
      2.325000           3782  -7.556658e+01   2.633765e+02
      2.375000          12102   1.012930e+01   2.628700e+02
      2.425000          13500  -7.699066e+01   2.667196e+02
      2.475000           5388  -1.096412e+02   2.722016e+02
      2.525000           6246  -3.912319e+01   2.741578e+02
      2.575000          10534   2.460173e-01   2.741455e+02
      2.625000           6963  -2.938242e+01   2.756146e+02
      2.675000           6942  -6.771749e+01   2.790005e+02
      2.725000           7240  -8.780825e+00   2.794395e+02
      2.775000           4165  -3.915865e+01   2.813975e+02
      2.825000          14482  -8.915301e+01   2.858551e+02
      2.875000          12978  -2.221681e+02   2.969635e+02
      2.925000           3563  -4.200587e+02   3.179664e+02
      2.975000             89  -3.690224e+02   3.364176e+02
