         r_bin          count          force            pmf
      0.375000              9   1.189351e+03   2.613128e+01
      0.425000           7298   4.676690e+02   2.747830e+00
      0.475000          41696   5.495659e+01   0.000000e+00
      0.525000           8032  -2.605572e+02   1.302786e+01
      0.575000          15879  -5.109013e+02   3.857293e+01
      0.625000          20969  -6.921405e+02   7.317996e+01
      0.675000           2161  -7.149319e+02   1.089265e+02
      0.725000           9733  -5.023973e+02   1.340464e+02
      0.775000          19486  -4.255535e+02   1.553241e+02
      0.825000          12874  -4.449177e+02   1.775700e+02
      0.875000          12130  -4.998506e+02   2.025625e+02
      0.925000           7204  -5.094625e+02   2.280356e+02
      0.975000           5156  -5.069520e+02   2.533832e+02
      1.025000          12705  -3.245811e+02   2.696123e+02
      1.075000           7854  -4.123465e+02   2.902296e+02
      1.125000           7678  -2.966477e+02   3.050620e+02
      1.175000           5124  -3.990427e+02   3.250141e+02
      1.225000           4482  -1.968306e+02   3.348557e+02
      1.275000          10785  -2.664182e+02   3.481766e+02
      1.325000           1657  -3.260156e+02   3.644773e+02
      1.375000           4927  -1.752672e+02   3.732407e+02
      1.425000          10285  -2.106018e+02   3.837708e+02
      1.475000           6029  -1.933878e+02   3.934402e+02
      1.525000           5157  -1.958147e+02   4.032309e+02
      1.575000          10149  -6.472591e+01   4.064672e+02
      1.625000          11334  -8.550871e+01   4.107427e+02
      1.675000           6322  -1.538314e+02   4.184342e+02
      1.725000           6661  -7.061161e+01   4.219648e+02
      1.775000           6466  -1.005029e+02   4.269899e+02
      1.825000           8620  -5.923283e+01   4.299516e+02
      1.875000           7724  -8.997058e+01   4.344501e+02
      1.925000           6211  -2.117271e+01   4.355088e+02
      1.975000           6789  -1.026683e+02   4.406422e+02
      2.025000           7687  -3.194470e+01   4.422394e+02
      2.075000           6542  -5.871110e+01   4.451750e+02
      2.125000           4953  -2.402627e+00   4.452951e+02
      2.175000           4735  -3.441034e+01   4.470156e+02
      2.225000           8007   1.006874e+01   4.465122e+02
      2.275000           7701  -9.910058e+00   4.470077e+02
      2.325000           5431  -9.137090e+01   4.515762e+02
      2.375000           4065   5.623686e+01   4.487644e+02
      2.425000           4842   2.463461e+01   4.475326e+02
      2.475000           7163   1.084749e+01   4.469903e+02
      2.525000          12064  -7.916197e+01   4.509484e+02
      2.575000           2342  -2.475404e+02   4.633254e+02
      2.625000            482  -4.616990e+02   4.864103e+02
