         r_bin          count          force            pmf
      0.875000          10452   1.267305e+02   0.000000e+00
      0.925000          19526  -5.756206e+01   2.878103e+00
      0.975000          14161  -2.595173e+02   1.585397e+01
      1.025000           6072  -4.313100e+02   3.741947e+01
      1.075000          10771  -3.426095e+02   5.454995e+01
      1.125000          29223  -3.734480e+02   7.322234e+01
      1.175000           8054  -5.682393e+02   1.016343e+02
      1.225000           3024  -5.273442e+02   1.280015e+02
      1.275000           5835  -5.046067e+02   1.532319e+02
      1.325000           8878  -2.963758e+02   1.680506e+02
      1.375000           8690  -3.025792e+02   1.831796e+02
      1.425000           1767  -2.425745e+02   1.953083e+02
      1.475000           5278  -1.371737e+02   2.021670e+02
      1.525000          15150  -1.878530e+02   2.115597e+02
      1.575000           3907  -2.700307e+02   2.250612e+02
      1.625000           1373  -2.836226e+02   2.392423e+02
      1.675000           1436  -2.047812e+02   2.494814e+02
      1.725000           3036  -1.952830e+02   2.592455e+02
      1.775000           1774  -9.262861e+01   2.638770e+02
      1.825000           6331  -3.124455e+01   2.654392e+02
      1.875000           8910  -8.183142e+01   2.695308e+02
      1.925000           5526  -1.484797e+02   2.769548e+02
      1.975000           6837  -2.366440e+02   2.887870e+02
      2.025000           8981  -2.396534e+02   3.007696e+02
      2.075000           9500  -2.048854e+02   3.110139e+02
      2.125000           4560  -2.041998e+02   3.212239e+02
      2.175000           5498  -6.249863e+01   3.243488e+02
      2.225000           7488  -3.063414e+01   3.258805e+02
      2.275000           5510  -4.624613e+01   3.281928e+02
      2.325000          10482   4.134374e+01   3.261256e+02
      2.375000           9707  -4.537437e+01   3.283944e+02
      2.425000           6709  -5.583136e+01   3.311859e+02
      2.475000           6754   1.474365e+00   3.311122e+02
      2.525000           6643  -7.743261e+01   3.349838e+02
      2.575000           4935  -7.258539e+01   3.386131e+02
      2.625000           7534  -5.480794e+01   3.413535e+02
      2.675000           6432  -4.819024e+01   3.437630e+02
      2.725000           8491  -4.365435e+01   3.459457e+02
      2.775000           5910  -3.276431e+01   3.475839e+02
      2.825000           6072  -5.941329e+01   3.505546e+02
      2.875000           6939  -7.772481e+01   3.544409e+02
      2.925000          10255  -1.338232e+02   3.611320e+02
      2.975000           5863  -1.787079e+02   3.700674e+02
      3.025000            426  -4.021680e+02   3.901758e+02
