         r_bin          count          force            pmf
      0.425000            689   4.904213e+02   6.302002e+00
      0.475000          26492   1.260400e+02   0.000000e+00
      0.525000          21183  -1.232657e+02   6.163285e+00
      0.575000           5949  -5.081141e+02   3.156899e+01
      0.625000           1290  -5.466291e+02   5.890044e+01
      0.675000           2722  -3.339715e+02   7.559902e+01
      0.725000           9179  -2.813834e+02   8.966819e+01
      0.775000           3531  -2.283451e+02   1.010854e+02
      0.825000           3027  -2.551923e+02   1.138451e+02
      0.875000           1637  -1.987348e+02   1.237818e+02
      0.925000            773  -8.894378e+01   1.282290e+02
      0.975000           4465  -6.253366e+01   1.313557e+02
      1.025000           1881  -1.612119e+02   1.394163e+02
      1.075000           3755  -4.886238e+01   1.418594e+02
      1.125000           4952  -1.226689e+02   1.479928e+02
      1.175000           1601  -1.383273e+02   1.549092e+02
      1.225000           3590  -8.487939e+01   1.591532e+02
      1.275000           5512  -1.301046e+02   1.656584e+02
      1.325000           2535  -1.514235e+02   1.732296e+02
      1.375000           2098  -1.671035e+02   1.815847e+02
      1.425000           1375  -1.069254e+02   1.869310e+02
      1.475000           1916  -9.523701e+01   1.916929e+02
      1.525000           1342  -8.072162e+01   1.957289e+02
      1.575000           2143  -6.874666e+01   1.991663e+02
      1.625000           1138  -6.968785e+01   2.026507e+02
      1.675000           2348  -6.317258e+01   2.058093e+02
      1.725000           1370  -5.807231e+01   2.087129e+02
      1.775000           1207  -9.836264e+01   2.136310e+02
      1.825000           1604   9.818004e+00   2.131401e+02
      1.875000           3840  -2.615322e+01   2.144478e+02
      1.925000           3142  -4.477593e+00   2.146717e+02
      1.975000           2186  -5.843660e+01   2.175935e+02
      2.025000           2292   8.434624e+01   2.133762e+02
      2.075000           9420   4.006215e+01   2.113731e+02
      2.125000           4943   5.147353e+01   2.087994e+02
      2.175000           8645   5.426248e+01   2.060863e+02
      2.225000          11331  -1.767373e+01   2.069700e+02
      2.275000          10266  -1.694911e+01   2.078174e+02
      2.325000           8385  -1.776525e+01   2.087057e+02
      2.375000           6041  -1.879720e+01   2.096456e+02
      2.425000           7781   4.998515e+01   2.071463e+02
      2.475000           8696   3.799364e+01   2.052466e+02
      2.525000          13739  -8.352171e+01   2.094227e+02
      2.575000          13946  -2.256755e+02   2.207065e+02
      2.625000           6367  -4.096171e+02   2.411873e+02
      2.675000             76  -5.486900e+02   2.686218e+02
