         r_bin          count          force            pmf
      0.475000           9314   9.069924e+01   0.000000e+00
      0.525000           5598  -1.542009e+02   7.710045e+00
      0.575000           2759  -1.086424e+02   1.314216e+01
      0.625000           5533  -1.002735e+02   1.815584e+01
      0.675000          10797  -1.615218e+02   2.623193e+01
      0.725000           9596  -1.985215e+02   3.615800e+01
      0.775000           5813  -2.350273e+02   4.790937e+01
      0.825000           3495  -2.927433e+02   6.254653e+01
      0.875000           2721  -2.379068e+02   7.444187e+01
      0.925000           3017  -2.181444e+02   8.534909e+01
      0.975000           4674  -1.398249e+02   9.234034e+01
      1.025000           6273  -1.299397e+02   9.883733e+01
      1.075000           2965  -1.680652e+02   1.072406e+02
      1.125000           2226  -2.009687e+02   1.172890e+02
      1.175000            924  -1.185748e+02   1.232178e+02
      1.225000           2006  -8.365333e+01   1.274004e+02
      1.275000           3893  -6.737526e+01   1.307692e+02
      1.325000           1467  -1.596015e+02   1.387493e+02
      1.375000           1881   2.770593e+01   1.373640e+02
      1.425000           4180  -1.876706e+01   1.383023e+02
      1.475000           3196  -9.594627e+00   1.387821e+02
      1.525000           4284  -2.484014e+01   1.400241e+02
      1.575000           2315  -1.261588e+02   1.463320e+02
      1.625000           2447   2.848945e+01   1.449075e+02
      1.675000           6828   8.753223e+01   1.405309e+02
      1.725000           6629   5.798469e+01   1.376317e+02
      1.775000           8090   3.158067e+00   1.374738e+02
      1.825000           5329   2.539527e+01   1.362040e+02
      1.875000           5772   1.014694e+02   1.311305e+02
      1.925000           8481   1.432984e+01   1.304141e+02
      1.975000           5977   1.982651e+01   1.294227e+02
      2.025000           4815   4.008384e+01   1.274185e+02
      2.075000           9442  -1.832778e+01   1.283349e+02
      2.125000           6505   2.030808e+01   1.273195e+02
      2.175000           7802  -5.303528e+00   1.275847e+02
      2.225000           8712  -1.984428e+01   1.285769e+02
      2.275000           5598  -1.106182e+01   1.291300e+02
      2.325000           6909  -2.567928e+01   1.304140e+02
      2.375000           6790   1.129438e+01   1.298492e+02
      2.425000           5730   8.867982e+00   1.294058e+02
      2.475000           9048  -6.474333e+00   1.297296e+02
      2.525000          13801  -1.295146e+02   1.362053e+02
      2.575000           7905  -2.542325e+02   1.489169e+02
      2.625000            563  -4.146372e+02   1.696488e+02
