         r_bin          count          force            pmf
      0.225000            152   1.334332e+03   9.214278e+01
      0.275000          22146   9.885070e+02   4.271743e+01
      0.325000          46421   6.778692e+02   8.823971e+00
      0.375000          23127   1.764794e+02   0.000000e+00
      0.425000          21125  -1.222161e+02   6.110804e+00
      0.475000          14266  -2.512153e+02   1.867157e+01
      0.525000          27863  -4.915430e+02   4.324872e+01
      0.575000           7867  -6.622046e+02   7.635895e+01
      0.625000            714  -6.753722e+02   1.101276e+02
      0.675000           2381  -4.224540e+02   1.312503e+02
      0.725000           7477  -2.487132e+02   1.436859e+02
      0.775000           3721  -3.738615e+02   1.623790e+02
      0.825000           5067  -1.595794e+02   1.703580e+02
      0.875000           4146  -1.893156e+02   1.798237e+02
      0.925000           3420  -1.333178e+02   1.864896e+02
      0.975000          10020  -7.871127e+01   1.904252e+02
      1.025000          10208  -2.021467e+02   2.005325e+02
      1.075000           3639  -2.192828e+02   2.114967e+02
      1.125000            912  -1.698946e+02   2.199914e+02
      1.175000           2453  -1.030546e+02   2.251441e+02
      1.225000           7269  -1.104072e+02   2.306645e+02
      1.275000           2800  -1.155370e+02   2.364413e+02
      1.325000           3952  -1.523154e+01   2.372029e+02
      1.375000           5551  -6.807964e+01   2.406069e+02
      1.425000           5265  -9.488748e+00   2.410813e+02
      1.475000           4870   2.978039e+01   2.395923e+02
      1.525000           5746  -1.489033e+01   2.403368e+02
      1.575000           5022  -3.322394e+01   2.419980e+02
      1.625000           3954   4.020121e+00   2.417970e+02
      1.675000           6381  -2.995871e+01   2.432950e+02
      1.725000           5265  -2.535145e+01   2.445625e+02
      1.775000           3219   8.527794e-03   2.445621e+02
      1.825000           3855  -1.432935e+01   2.452786e+02
      1.875000           6023  -3.607284e+01   2.470822e+02
      1.925000           4475   1.256841e+01   2.464538e+02
      1.975000           6136  -3.665386e+00   2.466371e+02
      2.025000           7148   6.093137e+00   2.463324e+02
      2.075000          10084  -3.861733e+01   2.482633e+02
      2.125000           5119  -2.669184e-01   2.482766e+02
      2.175000           6986  -3.823380e+01   2.501883e+02
      2.225000           7348  -1.342231e+01   2.508594e+02
      2.275000           3765   6.529473e+01   2.475947e+02
      2.325000           4112   1.033575e+02   2.424268e+02
      2.375000          10541   2.420383e+01   2.412166e+02
      2.425000          10635  -1.132110e+02   2.468772e+02
      2.475000           5863  -2.126970e+02   2.575120e+02
      2.525000            491  -4.651823e+02   2.807711e+02
