         r_bin          count          force            pmf
      0.675000            172   8.979667e+02   5.393762e+01
      0.725000          10874   6.830983e+02   1.978271e+01
      0.775000          16616   3.653091e+02   1.517256e+00
      0.825000          37216   3.034512e+01   0.000000e+00
      0.875000          12494  -3.590732e+02   1.795366e+01
      0.925000           5732  -7.759518e+02   5.675125e+01
      0.975000          19799  -3.339067e+02   7.344659e+01
      1.025000          38837  -4.210200e+02   9.449759e+01
      1.075000          22329  -5.891338e+02   1.239543e+02
      1.125000           3179  -9.483269e+02   1.713706e+02
      1.175000           7877  -6.435271e+02   2.035470e+02
      1.225000          32053  -3.916839e+02   2.231312e+02
      1.275000          23921  -4.277431e+02   2.445183e+02
      1.325000          13781  -5.602613e+02   2.725314e+02
      1.375000           2848  -7.544228e+02   3.102525e+02
      1.425000           6131  -6.192692e+02   3.412160e+02
      1.475000           4501  -4.119345e+02   3.618127e+02
      1.525000           5729  -2.497941e+02   3.743024e+02
      1.575000          12138  -1.017818e+02   3.793915e+02
      1.625000           9064  -1.399548e+02   3.863893e+02
      1.675000          10643  -1.094078e+02   3.918596e+02
      1.725000           6319  -1.336344e+02   3.985414e+02
      1.775000           8070  -1.279772e+02   4.049402e+02
      1.825000           8980  -1.605917e+02   4.129698e+02
      1.875000          12818  -1.698996e+02   4.214648e+02
      1.925000           6203  -6.293597e+01   4.246116e+02
      1.975000           7316  -7.909166e+01   4.285662e+02
      2.025000          15867  -1.155376e+02   4.343430e+02
      2.075000           7815  -1.614054e+02   4.424133e+02
      2.125000           6384  -1.202075e+02   4.484237e+02
      2.175000           5144  -1.859871e+02   4.577230e+02
      2.225000          12480  -4.102823e+01   4.597745e+02
      2.275000          10002  -2.647642e+01   4.610983e+02
      2.325000           8674  -1.558697e+00   4.611762e+02
      2.375000           9434  -5.730257e+00   4.614627e+02
      2.425000           2710   6.572291e+01   4.581766e+02
      2.475000           5227   2.963517e+01   4.566948e+02
      2.525000          12078  -9.367488e+00   4.571632e+02
      2.575000           6522  -1.403554e+01   4.578650e+02
      2.625000           6930  -5.826576e+01   4.607783e+02
      2.675000           3019   6.587150e+01   4.574847e+02
      2.725000           2661   1.227053e+02   4.513494e+02
      2.775000           9842   1.280197e+01   4.507093e+02
      2.825000          13040  -6.091195e+01   4.537549e+02
      2.875000           6614  -2.326621e+02   4.653880e+02
      2.925000            117  -5.264051e+02   4.917083e+02
