         r_bin          count          force            pmf
      0.575000           1443   1.194159e+02   1.421725e+00
      0.625000          21464   2.843450e+01   0.000000e+00
      0.675000          11528  -1.934448e+02   9.672239e+00
      0.725000           3287  -3.484096e+02   2.709272e+01
      0.775000           7732  -3.733295e+02   4.575920e+01
      0.825000           3352  -2.699394e+02   5.925617e+01
      0.875000          18241  -2.181123e+02   7.016178e+01
      0.925000          13713  -3.337755e+02   8.685056e+01
      0.975000           2365  -3.753127e+02   1.056162e+02
      1.025000          11341  -3.677464e+02   1.240035e+02
      1.075000           9258  -3.771294e+02   1.428600e+02
      1.125000           5774  -3.999733e+02   1.628586e+02
      1.175000           3667  -2.787034e+02   1.767938e+02
      1.225000           6604  -2.572489e+02   1.896563e+02
      1.275000           5047  -2.391145e+02   2.016120e+02
      1.325000           5994  -1.869977e+02   2.109619e+02
      1.375000           5378  -2.604506e+02   2.239844e+02
      1.425000            816  -1.250527e+02   2.302370e+02
      1.475000           7763  -1.838569e+02   2.394299e+02
      1.525000           4712  -7.096800e+01   2.429783e+02
      1.575000          14167  -1.397751e+02   2.499670e+02
      1.625000           6383  -2.675936e+02   2.633467e+02
      1.675000           1142  -3.474930e+02   2.807214e+02
      1.725000           1989  -2.448614e+02   2.929644e+02
      1.775000           6349  -1.799952e+02   3.019642e+02
      1.825000           1569  -2.184584e+02   3.128871e+02
      1.875000           2089  -5.286447e+01   3.155303e+02
      1.925000           5050  -1.137163e+02   3.212162e+02
      1.975000           2841  -9.933184e+01   3.261828e+02
      2.025000           4205  -1.165015e+02   3.320078e+02
      2.075000           5168  -1.621863e+02   3.401171e+02
      2.125000           1538  -2.271675e+02   3.514755e+02
      2.175000           4658  -1.221902e+02   3.575850e+02
      2.225000           3129  -1.658759e+02   3.658788e+02
      2.275000           2457   8.302207e+01   3.617277e+02
      2.325000           3830   1.232586e+02   3.555648e+02
      2.375000          10601  -1.743364e+01   3.564365e+02
      2.425000           4521  -1.320046e+01   3.570965e+02
      2.475000           5446   7.736752e+01   3.532281e+02
      2.525000           4496   8.571445e+00   3.527995e+02
      2.575000           6357   1.871981e+01   3.518636e+02
      2.625000          13534  -7.424094e+01   3.555756e+02
      2.675000           2502  -1.879874e+02   3.649750e+02
