         r_bin          count          force            pmf
      0.175000            156   1.977213e+03   4.130926e+02
      0.225000          29649   1.561406e+03   3.350223e+02
      0.275000          52003   1.525824e+03   2.587311e+02
      0.325000          36832   1.214704e+03   1.979959e+02
      0.375000          61630   1.026687e+03   1.466616e+02
      0.425000          37549   7.869593e+02   1.073136e+02
      0.475000          50954   6.152098e+02   7.655311e+01
      0.525000          56912   4.346417e+02   5.482102e+01
      0.575000          55707   2.817973e+02   4.073116e+01
      0.625000          51554   5.956676e+01   3.775282e+01
      0.675000          45346   1.867272e+01   3.681918e+01
      0.725000          49251  -3.510639e+01   3.857450e+01
      0.775000          33954   1.315060e+01   3.791697e+01
      0.825000          50045  -5.657736e+01   4.074584e+01
      0.875000          41681   1.685223e+02   3.231973e+01
      0.925000          27849   4.210088e+01   3.021468e+01
      0.975000          37943   1.020046e+02   2.511446e+01
      1.025000          39672   1.529030e+02   1.746930e+01
      1.075000          21946   2.677406e+00   1.733543e+01
      1.125000          29856   9.022125e+01   1.282437e+01
      1.175000          36071   4.799434e+01   1.042465e+01
      1.225000          29281   1.236890e+02   4.240203e+00
      1.275000          24768   8.480405e+01   0.000000e+00
      1.325000          29300  -2.218316e+01   1.109158e+00
      1.375000          29192  -4.775627e+01   3.496971e+00
      1.425000          26824  -9.607168e+01   8.300556e+00
      1.475000          25174  -7.492630e+01   1.204687e+01
      1.525000          28764   6.954099e+00   1.169917e+01
      1.575000          30819  -6.913120e+01   1.515573e+01
      1.625000          19925  -1.485217e+02   2.258181e+01
      1.675000          16537  -8.779725e+01   2.697167e+01
      1.725000          22853  -1.922768e+02   3.658551e+01
      1.775000          13327  -1.428852e+02   4.372977e+01
      1.825000          17244  -7.237702e+01   4.734862e+01
      1.875000          10049  -1.384614e+02   5.427169e+01
      1.925000          12494  -8.018895e+01   5.828114e+01
      1.975000          18648  -5.104952e+01   6.083361e+01
      2.025000          18980  -9.014488e+01   6.534086e+01
      2.075000          12848  -7.539113e+01   6.911041e+01
      2.125000          15953  -1.376734e+02   7.599409e+01
      2.175000          11907  -1.472457e+02   8.335637e+01
      2.225000           7519  -5.385963e+01   8.604936e+01
      2.275000           8951   2.419750e+01   8.483948e+01
      2.325000          14417  -2.436281e+00   8.496130e+01
      2.375000          10893  -9.222549e+00   8.542242e+01
      2.425000           8986   3.944687e+01   8.345008e+01
      2.475000          10848  -7.756521e+00   8.383791e+01
      2.525000           4032  -3.808151e+00   8.402831e+01
      2.575000           5905   6.620213e+01   8.071821e+01
      2.625000          16592  -9.751892e+01   8.559415e+01
      2.675000          11937  -2.583056e+02   9.850943e+01
      2.725000           5556  -3.644136e+02   1.167301e+02
      2.775000            517  -4.048445e+02   1.369723e+02
