         r_bin          count          force            pmf
      0.525000            302   7.774869e+02   1.768206e+01
      0.575000          10849   3.517233e+02   9.589897e-02
      0.625000          38190   1.917979e+00   0.000000e+00
      0.675000           9538  -3.608987e+02   1.804494e+01
      0.725000           1062  -6.429877e+02   5.019432e+01
      0.775000           4870  -4.532606e+02   7.285735e+01
      0.825000          13447  -3.266186e+02   8.918828e+01
      0.875000          13815  -3.163081e+02   1.050037e+02
      0.925000           7836  -3.263164e+02   1.213195e+02
      0.975000           9453  -4.173828e+02   1.421886e+02
      1.025000           6562  -3.768767e+02   1.610325e+02
      1.075000           6780  -3.589128e+02   1.789781e+02
      1.125000           4507  -2.439684e+02   1.911765e+02
      1.175000           5498  -3.104367e+02   2.066984e+02
      1.225000           3493  -1.664109e+02   2.150189e+02
      1.275000           4776  -2.215946e+02   2.260987e+02
      1.325000           4156  -1.685107e+02   2.345242e+02
      1.375000           2512  -7.066664e+01   2.380575e+02
      1.425000           9955  -1.135413e+02   2.437346e+02
      1.475000           6862  -1.282177e+02   2.501455e+02
      1.525000           4302  -8.982465e+01   2.546367e+02
      1.575000           7213  -1.532780e+02   2.623006e+02
      1.625000           5180  -9.375091e+01   2.669882e+02
      1.675000           7407  -1.807533e+02   2.760258e+02
      1.725000           1441  -2.580944e+02   2.889305e+02
      1.775000           1503  -1.588998e+02   2.968755e+02
      1.825000           2811  -9.011547e+01   3.013813e+02
      1.875000           5848  -9.511473e+01   3.061370e+02
      1.925000           5564  -1.197082e+02   3.121224e+02
      1.975000           1449  -1.568723e+02   3.199661e+02
      2.025000           1225  -2.021017e+02   3.300711e+02
      2.075000           2775  -5.433284e+00   3.303428e+02
      2.125000           8744   1.460393e+01   3.296126e+02
      2.175000           9066   1.563270e+01   3.288310e+02
      2.225000           4814   1.505323e+01   3.280783e+02
      2.275000           3459   6.249724e+01   3.249535e+02
      2.325000           3353  -1.902365e+01   3.259046e+02
      2.375000           5071   6.412021e+01   3.226986e+02
      2.425000          11536  -1.770845e+00   3.227872e+02
      2.475000           7284  -5.832906e+01   3.257036e+02
      2.525000           3394  -1.749085e+02   3.344490e+02
      2.575000           2388  -8.471587e+01   3.386848e+02
      2.625000          12986  -1.047915e+02   3.439244e+02
      2.675000           6096  -2.046768e+02   3.541583e+02
      2.725000            328  -4.670325e+02   3.775099e+02
