         r_bin          count          force            pmf
      0.275000          15956   1.957401e+02   0.000000e+00
      0.325000          29167  -1.070324e+02   5.351620e+00
      0.375000           6276  -4.240523e+02   2.655424e+01
      0.425000           3160  -5.784036e+02   5.547442e+01
      0.475000           4322  -4.295276e+02   7.695080e+01
      0.525000           3947  -3.295998e+02   9.343079e+01
      0.575000          13031  -1.615294e+02   1.015073e+02
      0.625000           6675  -3.156105e+02   1.172878e+02
      0.675000           2208  -3.256594e+02   1.335708e+02
      0.725000           5535  -2.254006e+02   1.448408e+02
      0.775000           6832  -2.381210e+02   1.567468e+02
      0.825000           4264  -2.357648e+02   1.685351e+02
      0.875000           2162  -1.970699e+02   1.783886e+02
      0.925000            800  -2.442126e+02   1.905992e+02
      0.975000           3807  -1.903053e-01   1.906087e+02
      1.025000           8770  -1.122533e+02   1.962214e+02
      1.075000           2843  -1.920478e+02   2.058238e+02
      1.125000           2649  -1.212141e+02   2.118845e+02
      1.175000          10181  -1.120278e+02   2.174859e+02
      1.225000           8447  -2.090845e+02   2.279401e+02
      1.275000           2461  -2.332386e+02   2.396020e+02
      1.325000           5523  -1.803508e+02   2.486196e+02
      1.375000           3048  -3.100038e+02   2.641198e+02
      1.425000            852  -2.060472e+02   2.744221e+02
      1.475000           1969  -2.660588e+01   2.757524e+02
      1.525000           6413   5.838029e+01   2.728334e+02
      1.575000           6495  -1.767536e+01   2.737172e+02
      1.625000           3086   3.162977e+01   2.721357e+02
      1.675000           5928  -4.217188e+01   2.742443e+02
      1.725000           4116  -1.825793e+01   2.751572e+02
      1.775000           7227  -2.458018e+01   2.763862e+02
      1.825000           3850  -5.307241e+01   2.790398e+02
      1.875000           4456  -5.552159e+01   2.818159e+02
      1.925000           4410  -4.064905e+01   2.838483e+02
      1.975000           4389   1.207736e+01   2.832445e+02
      2.025000           4317   5.891880e+01   2.802985e+02
      2.075000           5615   3.094538e+01   2.787512e+02
      2.125000           4878   1.807056e+01   2.778477e+02
      2.175000           5642   7.774496e+01   2.739605e+02
      2.225000           3348   1.036004e+01   2.734425e+02
      2.275000           6710  -1.974735e+01   2.744298e+02
      2.325000           9788  -8.581897e+01   2.787208e+02
      2.375000           4218  -2.193982e+02   2.896907e+02
      2.425000            529  -3.895679e+02   3.091691e+02
